chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	1865663	1865691	0.7128	0:1:0:1	0.5:0:0:0	0:0.5:0:0	0:0:0:0	0.07:0.95:0.08:1	0.38:0:0.07:0	0.07:0.55:0:0.09	0.04:0.04:0.03:0.05	1:0.9:1:1	0.77:1:1:1	1:1:1:0.73	1:1:1:1	0.4124	EM	EM	4149	18.5	24.5
chr1	1865691	1865701	0.2	0:0.5:0:0	0:0:0:0	0:0.5:0:0.5	0:0:0:0	0.07:0.55:0:0.09	0.04:0.04:0.03:0.05	0.04:0.5:0:0.45	0.17:0.07:0:0	1:1:1:0.73	1:1:1:1	1:1:1:1	1:1:1:1	0.1355	EM	EM	4150	18.5	24.75
chr1	1865701	NA	1	0:0.5:0:0.5	0:0:0:0	NA	NA	0.04:0.5:0:0.45	0.17:0.07:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.1856	EM	EM	4151	18	24.5
chr1	1866530	NA	1	1:1:0.5:0.5	1:1:1:0	NA	NA	0.91:1:0.51:0.44	0.95:0.75:0.97:0.33	NA	NA	0.97:0.97:1:0.97	1:0.53:1:0.93	NA	NA	-0.0355	EM	EM	4152	60.75	54.5
chr1	1868861	NA	1	1:0.5:0.5:0	0.5:0:0.5:0	NA	NA	0.9:0.6:0.65:0.2	0.55:0.11:0.33:0	NA	NA	1:0.97:1:0.57	1:1:0.93:1	NA	NA	0.3418	EM	EM	4153	25.25	17.25
chr1	1868985	1868989	0.6084	1:0.5:0.5:0	0.5:0:0.5:0	0.5:0.5:0.5:0	0.5:0:0.5:0	0.85:0.51:0.67:0.34	0.33:0.24:0.3:0.04	0.57:0.4:0.19:0.12	0.53:0.21:0.22:0	1:1:1:0.63	1:1:0.87:1	0.67:1:0.97:0.83	1:0.93:0.77:1	0.366	EM	EM	4154	58.75	49.75
chr1	1868989	NA	1	0.5:0.5:0.5:0	0.5:0:0.5:0	NA	NA	0.57:0.4:0.19:0.12	0.53:0.21:0.22:0	NA	NA	0.67:1:0.97:0.83	1:0.93:0.77:1	NA	NA	0.079	EM	EM	4155	58.75	49.75
chr1	1879048	1879065	0.4667	1:1:0.5:1	1:1:1:1	1:1:1:0.5	1:1:1:0	1:1:0.67:1	0.9:1:0.92:1	0.88:0.92:0.82:0.5	0.98:1:0.77:0.17	1:1:0.77:1	1:1:1:1	1:1:0.67:0.93	1:1:0.93:1	-0.0378	EM	EM	4156	25.5	27.5
chr1	1879065	1879073	0.0974	1:1:1:0.5	1:1:1:0	1:0.5:0.5:1	1:1:1:0	0.88:0.92:0.82:0.5	0.98:1:0.77:0.17	0.88:0.69:0.6:1	0.95:1:0.76:0.1	1:1:0.67:0.93	1:1:0.93:1	1:0.6:0.8:1	1:1:0.77:1	0.0523	EM	EM	4157	25.5	27.5
chr1	1879073	NA	1	1:0.5:0.5:1	1:1:1:0	NA	NA	0.88:0.69:0.6:1	0.95:1:0.76:0.1	NA	NA	1:0.6:0.8:1	1:1:0.77:1	NA	NA	0.0909	EM	EM	4158	24.25	26.25
chr1	1881301	1881338	0.1841	0.5:0.5:0:0	0.5:0.5:0.5:1	0:0:0:0	1:0:0.5:0	0.4:0.33:0:0.25	0.5:0.44:0.6:0.8	0.1:0:0:0	0.88:0:0.25:0	0.93:0.83:1:0.73	0.97:0.97:0.93:0.77	0.73:1:1:0.93	0.97:1:0.93:1	-0.3403	EM	EM	4159	9.75	6.75
chr1	1881338	NA	0.4286	0:0:0:0	1:0:0.5:0	NA	NA	0.1:0:0:0	0.88:0:0.25:0	NA	NA	0.73:1:1:0.93	0.97:1:0.93:1	NA	NA	-0.2562	EM	EM	4160	10	6.5
chr1	1886416	1886427	1	1:1:1:1	1:1:1:1	1:0.5:1:1	1:1:1:1	1:1:0.92:1	1:0.81:1:1	0.83:0.5:1:0.75	1:0.95:0.9:0.92	1:1:1:1	1:1:1:1	1:0.93:1:0.93	1:1:1:1	0.0284	EM	EM	4161	8.5	19.5
chr1	1886427	1886433	1	1:0.5:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.83:0.5:1:0.75	1:0.95:0.9:0.92	1:0.75:0.69:0.75	1:0.9:0.88:1	1:0.93:1:0.93	1:1:1:1	1:0.73:0.87:0.57	1:1:1:1	-0.1736	EM	EM	4162	8.75	19.75
chr1	1886433	1886442	1	1:1:1:1	1:1:1:1	1:1:1:0.5	1:1:1:1	1:0.75:0.69:0.75	1:0.9:0.88:1	1:1:0.91:0.5	1:1:0.95:1	1:0.73:0.87:0.57	1:1:1:1	1:1:1:1	1:1:1:1	-0.1476	EM	EM	4163	8.75	19.75
chr1	1886442	1886456	0.4667	1:1:1:0.5	1:1:1:1	1:1:1:0	1:1:1:1	1:1:0.91:0.5	1:1:0.95:1	1:0.67:1:0	1:0.9:0.94:1	1:1:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	-0.1349	EM	EM	4164	7	18.5
chr1	1886456	NA	1	1:1:1:0	1:1:1:1	NA	NA	1:0.67:1:0	1:0.9:0.94:1	NA	NA	1:0.93:1:1	1:1:1:1	NA	NA	-0.2927	EM	EM	4165	2.25	8
chr1	1886951	NA	1	0.5:1:0:0	0:0.5:0:0	NA	NA	0.38:1:0.03:0	0.18:0.21:0:0	NA	NA	1:1:0.97:1	0.6:0.83:1:1	NA	NA	0.2568	EM	EM	4166	17	13.25
chr1	1887071	NA	1	1:1:1:0	1:0.5:1:0	NA	NA	0.9:0.67:0.92:0.16	0.81:0.67:0.8:0.1	NA	NA	1:0.8:1:1	0.97:0.63:1:1	NA	NA	0.0694	EM	EM	4167	22	18.25
chr1	1888467	NA	1	1:1:1:0	1:1:1:0.5	NA	NA	0.96:1:0.95:0.09	0.91:0.91:0.74:0.7	NA	NA	1:1:1:1	1:1:0.87:0.73	NA	NA	-0.0649	EM	EM	4168	33.5	20.25
chr1	1890829	1890865	0.2	1:0.5:0:1	1:1:1:0.5	1:0:1:0	1:1:1:1	0.89:0.25:0:0.75	1:0.89:1:0.67	1:0.2:0.8:0	1:1:1:0.75	1:0.53:0.97:0.57	1:1:1:0.63	1:0.53:0.93:0.93	1:1:1:0.9	-0.4167	EM	EM	4169	5.5	6.5
chr1	1890865	NA	1	1:0:1:0	1:1:1:1	NA	NA	1:0.2:0.8:0	1:1:1:0.75	NA	NA	1:0.53:0.93:0.93	1:1:1:0.9	NA	NA	-0.4375	EM	EM	4170	5.5	6.75
chr1	1893233	1893241	1	1:1:1:0.5	1:1:1:1	1:1:1:1	1:1:1:1	0.94:1:0.97:0.47	0.94:0.9:0.96:0.95	1:1:0.97:0.84	1:0.9:0.79:0.76	1:1:1:1	1:1:1:1	1:1:1:0.97	1:1:0.97:1	-0.0931	EM	EM	4171	23.5	34.75
chr1	1893241	1893268	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:0.84	1:0.9:0.79:0.76	1:0.96:0.86:0.95	0.93:0.97:1:0.97	1:1:1:0.97	1:1:0.97:1	1:1:1:1	1:1:1:1	0.0875	EM	EM	4172	23.5	34.75
chr1	1893268	1893280	1	1:1:1:1	1:1:1:1	0:0:0:0	0:0:0:0	1:0.96:0.86:0.95	0.93:0.97:1:0.97	0:0:0:0	0:0.05:0:0	1:1:1:1	1:1:1:1	0.93:1:0.93:1	1:1:0.97:1	-0.0236	EM	EM	4173	23	33.25
chr1	1893280	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0.05:0:0	NA	NA	0.93:1:0.93:1	1:1:0.97:1	NA	NA	-0.0125	EM	EM	4174	15.75	23.75
chr1	1894001	1894013	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.93:0.89:0.93	0.83:0.97:0.98:0.88	1:1:1:1	1:1:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0117	EM	EM	4175	27.5	30
chr1	1894013	1894015	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0058	EM	EM	4176	27.5	30
chr1	1894015	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	4177	27.5	30
chr1	1894857	1894893	0.5692	0:1:0:1	1:1:1:0	1:1:1:0.5	1:1:1:1	0:1:0:1	1:1:0.75:0	1:1:1:0.5	1:1:1:1	1:1:0.97:1	1:1:1:1	0.97:1:1:1	1:1:1:1	-0.1875	EM	EM	4178	1.25	2.75
chr1	1894893	NA	1	1:1:1:0.5	1:1:1:1	NA	NA	1:1:1:0.5	1:1:1:1	NA	NA	0.97:1:1:1	1:1:1:1	NA	NA	-0.125	EM	EM	4179	1.5	3
chr1	1895020	1895053	0.0406	0.5:0.5:0.5:0.5	1:1:1:0.5	1:1:0.5:0.5	1:1:1:1	0.5:0.56:0.5:0.75	1:0.86:0.77:0.25	1:1:0.31:0.38	0.93:0.93:1:0.91	0.97:0.8:1:0.9	1:1:1:0.93	0.97:1:0.8:0.97	1:1:1:0.97	-0.1427	hypo	EM	4180	14.75	13.75
chr1	1895053	NA	0.1429	1:1:0.5:0.5	1:1:1:1	NA	NA	1:1:0.31:0.38	0.93:0.93:1:0.91	NA	NA	0.97:1:0.8:0.97	1:1:1:0.97	NA	NA	-0.2697	EM	EM	4181	14.5	13
chr1	1895718	1895742	0.3256	0.5:1:0:0	0.5:0.5:0.5:0	1:1:0:1	0.5:1:1:1	0.29:1:0:0	0.5:0.33:0.33:0	1:1:0:0.75	0.67:1:1:1	0.93:1:1:0.93	1:0.97:1:1	1:1:1:0.53	0.93:1:1:1	0.0298	EM	EM	4182	3.5	3.25
chr1	1895742	1895744	1	1:1:0:1	0.5:1:1:1	1:1:0.5:0.5	0.5:1:1:1	1:1:0:0.75	0.67:1:1:1	0.86:1:0.5:0.75	0.5:0.67:0.67:1	1:1:1:0.53	0.93:1:1:1	1:1:1:0.6	1:0.9:0.87:1	-0.2292	EM	EM	4183	3.5	3.25
chr1	1895744	1895756	0.2821	1:1:0.5:0.5	0.5:1:1:1	1:1:0.5:0.5	1:1:1:1	0.86:1:0.5:0.75	0.5:0.67:0.67:1	0.88:0.71:0.69:0.57	0.86:0.86:0.93:1	1:1:1:0.6	1:0.9:0.87:1	1:1:0.6:1	1:1:1:1	0.0684	EM	EM	4184	3.5	3.25
chr1	1895756	1895773	0.2	1:1:0.5:0.5	1:1:1:1	1:1:1:0.5	1:1:1:1	0.88:0.71:0.69:0.57	0.86:0.86:0.93:1	0.91:1:0.97:0.62	1:1:1:0.89	1:1:0.6:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1957	EM	EM	4185	24.25	18.5
chr1	1895773	1895782	0.4667	1:1:1:0.5	1:1:1:1	1:1:1:0.5	1:1:1:1	0.91:1:0.97:0.62	1:1:1:0.89	0.7:1:1:0.76	0.84:0.77:0.66:0.67	1:1:1:1	1:1:1:1	0.97:1:1:0.8	1:1:0.7:0.9	-0.0962	EM	EM	4186	23.25	18
chr1	1895782	NA	1	1:1:1:0.5	1:1:1:1	NA	NA	0.7:1:1:0.76	0.84:0.77:0.66:0.67	NA	NA	0.97:1:1:0.8	1:1:0.7:0.9	NA	NA	0.1311	EM	EM	4187	22.5	17.5
chr1	1895883	1895961	0.0256	1:1:0.5:0.5	1:1:1:1	1:0:0.5:0.5	1:1:1:1	0.91:0.75:0.55:0.52	0.96:1:0.95:0.78	1:0:0.2:0.14	0.94:0.92:1:0.83	1:0.93:1:1	1:1:1:0.97	1:1:1:0.87	1:1:1:1	-0.2408	hypo	EM	4188	20.75	17.5
chr1	1895961	NA	0.4286	1:0:0.5:0.5	1:1:1:1	NA	NA	1:0:0.2:0.14	0.94:0.92:1:0.83	NA	NA	1:1:1:0.87	1:1:1:1	NA	NA	-0.5861	EM	EM	4189	10.75	9.75
chr1	1896307	1896319	0.2	1:1:0.5:0.5	1:1:1:1	1:1:1:0.5	1:1:1:1	0.98:0.98:0.59:0.41	0.96:0.93:0.89:0.95	0.81:1:0.9:0.16	1:0.96:0.94:0.91	1:1:0.97:1	1:1:1:1	1:1:1:0.93	1:1:1:1	-0.1949	EM	EM	4190	48.75	42
chr1	1896319	1896321	0.4667	1:1:1:0.5	1:1:1:1	1:1:1:0.5	1:1:1:1	0.81:1:0.9:0.16	1:0.96:0.94:0.91	1:1:0.92:0.29	0.92:0.96:0.81:0.86	1:1:1:0.93	1:1:1:1	1:1:1:1	1:1:0.97:1	-0.2349	EM	EM	4191	49	42
chr1	1896321	1896350	0.4667	1:1:1:0.5	1:1:1:1	1:1:1:0.5	1:1:1:1	1:1:0.92:0.29	0.92:0.96:0.81:0.86	0.97:0.98:0.96:0.65	1:0.95:0.91:0.89	1:1:1:1	1:1:0.97:1	1:1:1:1	1:1:0.97:1	-0.0839	EM	EM	4192	49	42
chr1	1896350	1896356	1	1:1:1:0.5	1:1:1:1	1:1:1:0.5	1:1:0.5:1	0.97:0.98:0.96:0.65	1:0.95:0.91:0.89	0.91:0.97:0.9:0.68	1:0.85:0.53:0.86	1:1:1:1	1:1:0.97:1	1:1:1:1	1:1:0.83:1	-0.0502	EM	EM	4193	42.75	37.75
chr1	1896356	NA	1	1:1:1:0.5	1:1:0.5:1	NA	NA	0.91:0.97:0.9:0.68	1:0.85:0.53:0.86	NA	NA	1:1:1:1	1:1:0.83:1	NA	NA	0.0572	EM	EM	4194	26.75	23.25
chr1	1897123	1897145	0.2	1:1:0.5:0.5	1:1:1:1	1:1:0.5:1	1:1:1:1	0.9:0.7:0.39:0.52	0.92:0.96:1:0.91	0.97:0.8:0.32:0.85	1:0.89:1:0.73	1:0.93:1:1	1:1:1:1	1:1:1:1	1:1:1:0.97	-0.3213	EM	EM	4195	23.5	24.25
chr1	1897145	NA	0.4286	1:1:0.5:1	1:1:1:1	NA	NA	0.97:0.8:0.32:0.85	1:0.89:1:0.73	NA	NA	1:1:1:1	1:1:1:0.97	NA	NA	-0.1694	EM	EM	4196	23.5	24.25
chr1	1897247	1897255	1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	0.78:1:0.67:1	0.88:0.91:0.71:0.8	1:1:1:1	1:0.91:1:1	0.97:1:0.73:1	1:1:0.97:1	1:1:1:1	1:1:1:1	0.0365	EM	EM	4197	4.25	7.75
chr1	1897255	1897292	1	1:1:1:1	1:1:1:1	0:0:0:0	0:0:0:0	1:1:1:1	1:0.91:1:1	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.0227	EM	EM	4198	4.25	7.75
chr1	1897292	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:0.93:1:1	1:1:1:1	NA	NA	0	EM	EM	4199	3.5	6
chr1	1899552	1899559	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:0.73:0.98	0.97:0.97:0.95:0.97	1:0.83:0.98:0.89	0.97:0.91:0.86:0.86	1:1:0.9:1	1:1:1:1	1:0.97:1:1	1:1:1:1	-0.0451	EM	EM	4200	54.25	53.5
chr1	1899559	1899561	0.7128	1:1:1:1	1:1:1:1	1:0:1:1	1:0.5:0:0.5	1:0.83:0.98:0.89	0.97:0.91:0.86:0.86	0.98:0.07:0.95:0.96	0.92:0.47:0:0.61	1:0.97:1:1	1:1:1:1	1:1:1:1	1:0.97:1:0.5	0.0265	EM	EM	4201	54.75	53.5
chr1	1899561	NA	1	1:0:1:1	1:0.5:0:0.5	NA	NA	0.98:0.07:0.95:0.96	0.92:0.47:0:0.61	NA	NA	1:1:1:1	1:0.97:1:0.5	NA	NA	0.2391	EM	EM	4202	54.75	53.5
chr1	1901773	1901783	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	4203	1.75	1.5
chr1	1901783	1901792	1	1:1:1:1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0	EM	EM	4204	1.75	1.5
chr1	1901792	NA	1	1:1:0.5:1	1:1:1:1	NA	NA	1:1:0.5:1	1:1:1:1	NA	NA	1:1:0.97:1	1:1:1:1	NA	NA	-0.125	EM	EM	4205	1.75	1.5
chr1	1906152	1906158	1	1:1:1:1	1:1:1:1	1:0:1:1	1:0.5:0:1	0.98:0.69:0.98:0.95	0.83:0.73:0.92:0.89	1:0.09:0.67:0.9	0.92:0.2:0:0.69	1:0.67:1:1	1:0.5:1:1	1:0.9:0.83:1	1:0.8:1:0.93	0.0584	EM	EM	4206	37.5	37
chr1	1906158	NA	1	1:0:1:1	1:0.5:0:1	NA	NA	1:0.09:0.67:0.9	0.92:0.2:0:0.69	NA	NA	1:0.9:0.83:1	1:0.8:1:0.93	NA	NA	0.2167	EM	EM	4207	37.5	37
chr1	1906578	1906666	1	1:1:1:1	1:1:1:1	1:1:0.5:0.5	0.5:0.5:1:1	0.95:0.94:1:0.85	0.97:1:0.95:1	1:1:0.33:0.5	0.67:0.43:1:1	1:1:1:0.97	1:0.93:1:1	1:1:1:0.93	0.77:1:1:1	-0.0454	EM	EM	4208	25.5	23.25
chr1	1906666	1906677	1	1:1:0.5:0.5	0.5:0.5:1:1	0:1:0.5:1	0.5:0.5:1:1	1:1:0.33:0.5	0.67:0.43:1:1	0:1:0.44:1	0.33:0.43:1:1	1:1:1:0.93	0.77:1:1:1	0.97:1:1:1	1:1:1:1	-0.0655	EM	EM	4209	3.75	3.5
chr1	1906677	1906686	1	0:1:0.5:1	0.5:0.5:1:1	1:1:0.5:1	1:1:1:1	0:1:0.44:1	0.33:0.43:1:1	1:1:0.67:1	1:1:1:1	0.97:1:1:1	1:1:1:1	1:1:1:1	0.93:1:1:1	-0.0794	EM	EM	4210	3.75	3.5
chr1	1906686	1906701	1	1:1:0.5:1	1:1:1:1	1:1:0.5:0	0.5:0:0.5:1	1:1:0.67:1	1:1:1:1	1:1:0.67:0.25	0.33:0.14:0.33:1	1:1:1:1	0.93:1:1:1	1:1:1:0.87	0.7:0.97:1:1	-0.0833	EM	EM	4211	3.75	3.5
chr1	1906701	1906714	0.4561	1:1:0.5:0	0.5:0:0.5:1	1:1:0.5:0	0:0:0.5:0	1:1:0.67:0.25	0.33:0.14:0.33:1	1:1:0.75:0	0:0:0.67:0	1:1:1:0.87	0.7:0.97:1:1	1:1:0.8:1	1:1:1:0.97	0.2768	EM	EM	4212	3.75	3.5
chr1	1906714	NA	1	1:1:0.5:0	0:0:0.5:0	NA	NA	1:1:0.75:0	0:0:0.67:0	NA	NA	1:1:0.8:1	1:1:1:0.97	NA	NA	0.5208	EM	EM	4213	3.25	2.75
chr1	1907235	1907239	0.0056	1:0:0:0	1:1:0.5:0.5	1:0:0:0	1:1:0.5:0.5	0.95:0.24:0.11:0.02	0.94:0.92:0.38:0.49	0.89:0.21:0.14:0.02	0.76:0.86:0.37:0.23	1:0.9:0.97:1	1:1:1:0.97	1:1:1:1	1:1:1:0.87	-0.3516	hypo	hypo	4214	56.25	38.75
chr1	1907239	1907246	0.0056	1:0:0:0	1:1:0.5:0.5	1:0:0:0	1:1:0.5:0.5	0.89:0.21:0.14:0.02	0.76:0.86:0.37:0.23	0.89:0.18:0.06:0.02	0.76:0.89:0.52:0.26	1:1:1:1	1:1:1:0.87	1:1:1:1	1:1:1:0.87	-0.2393	hypo	EM	4215	56.25	38.75
chr1	1907246	1907256	0.0056	1:0:0:0	1:1:0.5:0.5	1:0:0:0	1:1:0.5:0.5	0.89:0.18:0.06:0.02	0.76:0.89:0.52:0.26	0.89:0.16:0.06:0.14	0.82:0.83:0.49:0.28	1:1:1:1	1:1:1:0.87	1:0.97:1:1	1:1:1:0.87	-0.3169	hypo	hypo	4216	56.25	38.75
chr1	1907256	1907262	0.3538	1:0:0:0	1:1:0.5:0.5	1:1:0.5:1	1:1:1:1	0.89:0.16:0.06:0.14	0.82:0.83:0.49:0.28	0.94:0.89:0.66:0.85	1:0.97:0.98:0.87	1:0.97:1:1	1:1:1:0.87	1:1:0.63:0.93	0.97:1:1:0.87	-0.2937	EM	EM	4217	56.25	38.75
chr1	1907262	NA	0.2286	1:1:0.5:1	1:1:1:1	NA	NA	0.94:0.89:0.66:0.85	1:0.97:0.98:0.87	NA	NA	1:1:0.63:0.93	0.97:1:1:0.87	NA	NA	-0.1182	EM	EM	4218	54	36.75
chr1	1910199	1910207	1	1:0:0.5:1	0.5:0.5:1:0	1:0.5:0.5:1	1:0.5:1:0	1:0:0.75:0.64	0.5:0.37:0.65:0.25	1:0.33:0.75:0.91	1:0.58:0.88:0	1:1:0.5:0.77	0.97:1:0.7:0.87	1:0.67:0.67:1	1:1:0.97:1	0.1552	EM	EM	4219	7.75	10.5
chr1	1910207	NA	1	1:0.5:0.5:1	1:0.5:1:0	NA	NA	1:0.33:0.75:0.91	1:0.58:0.88:0	NA	NA	1:0.67:0.67:1	1:1:0.97:1	NA	NA	0.1328	EM	EM	4220	7.75	10.5
chr1	1911055	1911060	0.4667	1:1:0.5:0.5	1:1:1:1	1:1:1:1	1:1:1:1	1:0.89:0.44:0.5	0.94:0.84:1:1	1:0.74:0.81:1	0.94:0.84:0.94:0.95	1:1:1:0.93	1:0.9:1:1	1:0.97:0.93:1	1:0.97:1:1	-0.2404	EM	EM	4221	13.75	25.5
chr1	1911060	1911082	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.74:0.81:1	0.94:0.84:0.94:0.95	1:0.78:0.88:1	0.94:0.97:0.94:0.86	1:0.97:0.93:1	1:0.97:1:1	1:1:1:1	1:1:1:1	-0.0322	EM	EM	4222	14	25.75
chr1	1911082	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:0.78:0.88:1	0.94:0.97:0.94:0.86	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0137	EM	EM	4223	13.5	25.75
chr1	1916647	1916651	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95:1:0.96:0.98	0.97:0.93:0.97:1	0.96:1:0.93:0.95	0.97:1:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0046	EM	EM	4224	48.75	54.25
chr1	1916651	1916659	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.93:0.95	0.97:1:0.93:1	1:0.94:0.98:0.98	0.94:0.98:0.94:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0134	EM	EM	4225	48.75	54.25
chr1	1916659	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:0.94:0.98:0.98	0.94:0.98:0.94:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0122	EM	EM	4226	48.75	54.25
chr1	1917941	1917947	1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.5:0.95	0.8:1:0.9:0.85	1:0.88:0.96:1	1:0.95:1:0.85	1:1:0.9:1	1:1:1:1	1:1:0.97:1	1:1:1:1	-0.0232	EM	EM	4227	19.25	21.25
chr1	1917947	1917951	1	1:1:1:1	1:1:1:1	1:1:1:1	0.5:1:1:1	1:0.88:0.96:1	1:0.95:1:0.85	0.86:1:0.62:0.96	0.6:0.9:0.95:0.85	1:1:0.97:1	1:1:1:1	1:1:0.67:1	0.53:1:1:1	0.0096	EM	EM	4228	19.5	21.5
chr1	1917951	1917985	1	1:1:1:1	0.5:1:1:1	1:1:1:1	1:1:1:1	0.86:1:0.62:0.96	0.6:0.9:0.95:0.85	0.9:0.85:0.87:0.85	0.75:0.89:0.94:0.94	1:1:0.67:1	0.53:1:1:1	1:1:1:1	0.77:1:1:1	0.0334	EM	EM	4229	19.5	21.5
chr1	1917985	1917990	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9:0.85:0.87:0.85	0.75:0.89:0.94:0.94	1:1:0.94:1	1:1:1:1	1:1:1:1	0.77:1:1:1	1:1:1:1	1:1:1:1	-0.0171	EM	EM	4230	14.75	19
chr1	1917990	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:0.94:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0147	EM	EM	4231	8.75	11.75
chr1	1924833	1924848	0.1189	1:0.5:0.5:1	1:1:1:1	1:0.5:0.5:0.5	1:0.5:1:1	0.83:0.43:0.5:0.79	1:1:1:1	1:0.57:0.25:0.57	0.88:0.33:0.83:1	1:1:1:0.83	1:1:1:1	1:1:0.97:1	1:0.7:0.93:1	-0.3631	EM	EM	4232	7.75	5.5
chr1	1924848	NA	0.4286	1:0.5:0.5:0.5	1:0.5:1:1	NA	NA	1:0.57:0.25:0.57	0.88:0.33:0.83:1	NA	NA	1:1:0.97:1	1:0.7:0.93:1	NA	NA	-0.1622	EM	EM	4233	7.75	5.75
chr1	1925051	1925068	0.3082	1:0.5:1:0.5	1:0:0.5:1	1:0.5:1:1	1:0:1:1	1:0.75:0.86:0.44	1:0.1:0.57:1	1:0.5:0.93:0.89	1:0.13:1:1	1:1:1:1	1:0.97:0.7:1	1:1:0.97:1	1:1:1:1	0.0944	EM	EM	4234	10	20.75
chr1	1925068	1925071	0.4667	1:0.5:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.5:0.93:0.89	1:0.13:1:1	1:0.88:1:1	1:0.15:1:1	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0473	EM	EM	4235	10	20.75
chr1	1925071	1925081	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.88:1:1	1:0.15:1:1	0.83:1:0.9:0.75	1:0.11:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1803	EM	EM	4236	10	20.75
chr1	1925081	1925100	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	0.83:1:0.9:0.75	1:0.11:1:1	1:0.86:0.91:0.86	0.8:0.1:0.97:0.73	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.93	0.0938	EM	EM	4237	6.5	15.25
chr1	1925100	1925103	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.86:0.91:0.86	0.8:0.1:0.97:0.73	1:1:1:1	1:0.12:0.97:1	1:1:1:1	1:1:1:0.93	1:1:1:1	1:1:1:1	0.2588	EM	EM	4238	12.5	26
chr1	1925103	1925106	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:1:1:1	1:0.12:0.97:1	1:1:1:1	1:0.14:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2296	EM	EM	4239	11.5	21.25
chr1	1925106	1925118	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:1:1:1	1:0.14:1:1	1:0.8:1:1	1:0.14:0.97:1	1:1:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.2151	EM	EM	4240	11.5	21.25
chr1	1925118	1925136	0.2	1:1:1:1	1:0:1:1	1:1:1:1	0.5:0:1:1	1:0.8:1:1	1:0.14:0.97:1	1:0.86:1:1	0.5:0.08:1:1	1:0.93:1:1	1:1:1:1	1:0.9:1:1	0.97:1:1:1	0.1737	EM	EM	4241	11.5	21.25
